code,date,prev,after,段_前,段_后,勾选,方向,翻面
002192,2018-01-31,425.0,3528.0950000000003,300 万元至550 万元,"3,395.46 万元 —3,660.73 万元",,好→更好,0.0
002192,2019-02-27,300.0,-600.0,100 万元至500 万元,500 万元–700 万元,,坏→更坏,1.0
002192,2020-01-23,,-21000.0,,"17,000 万元至25,000 万元",,,
002192,2021-01-29,,,600 万元至900 万元,600 万元– 900 万元,,,
002193,2018-02-01,4750.0,6700.0,4000万元—5500万元,5900 万元–7500 万元,扭亏为盈,好→更好,0.0
002193,2021-04-26,-7000.0,675.0,"6,000 万元–8,000 万元",550 万元–800 万元,,好→更好,1.0
002193,2025-04-17,,,,,,,
002196,2019-01-15,7937.76,,"6,614.80 万元—9,260.72 万元",,,,
002196,2024-04-29,-1750.0,,"10,000 万元–-13,500 万元",,,,
002197,2019-01-31,4955.99,1508.35,"3,878.60 万元至6,033.38 万元","430.96 万元 至 2,585.74 万元",同向上升,坏→更坏,0.0
002197,2024-04-27,3750.0,,"3,000 万元–4,500 万元",,亏损,,
002198,2018-01-31,,-6400.0,,"5,900 万元–6,900 万元",亏损,,
002199,2017-01-17,-500.0,1700.0,"-2,000 万元至1,000 万元","1,200 万元至2,200 万元",亏损,好→更好,1.0
002199,2019-01-30,-0.0,-8000.0,"-1,000 万元至1,000 万元","6,500 万元—9,500 万元",亏损,坏→更坏,1.0
002200,2018-01-31,-3000.0,-37000.0,"-3,500 万元至-2,500 万元","35,000 万元至39,000 万元",亏损,坏→更坏,0.0
002201,2019-01-30,1000.0,1700.0,"800 万元至1,200 万元","1,500 万元–1,900 万元",亏损,好→更好,0.0
002205,2016-12-27,-2100.0,1000.0,"-2,600 万元至-1,600 万元",500万元至1500万元,亏损,好→更好,1.0
002205,2018-02-01,,1775.0,,1450万元-2100万元,扭亏为盈,,
002205,2019-01-31,,450.0,,100万元- 800万元,同向上升,,
002205,2022-04-06,,,,,,,
002205,2025-04-22,,,,,,,
002207,2017-01-26,-13500.0,1500.0,"-16,000 万元 — -11,000 万元","1,000 万元~ 2,000 万元",亏损,好→更好,1.0
002207,2018-01-31,,-2100.0,,"-1,000 万元 至 5,200 万元",同向下降,,
002207,2019-01-31,,-27500.0,,"-30,000 万元至-25,000 万元",,,
002207,2026-04-04,,,,,,,
002209,2018-01-25,,2150.0,,"1,500 万元至2,800 万元",,,
002210,2017-01-26,20088.995,,"17,468.69 万元至22,709.30 万元",,,,
002210,2019-01-30,7649.44,-185000.0,"1,529.89万元至13,768.99万元","-175,000 万元 ～ -195,000 万元",亏损,坏→更坏,1.0
002210,2019-02-14,,,,,,,
002211,2017-01-21,,,,,亏损,,
002211,2018-02-07,,3250.0,,"3,000 万元–3,500 万元",扭亏为盈,,
002211,2020-01-22,175.0,,0 万元至350 万元,,,,
002212,2018-01-30,38256.895000000004,45243.0,"36,500万元至40,013.79万元","43,486 万元–47,000 万元",扭亏为盈,好→更好,0.0
002213,2019-01-30,810.0,115.0,"557 万元至1,063 万元",30 万元– 200 万元,,坏→更坏,0.0
002214,2019-01-24,4071.6800000000003,4976.5,"3,619.27 万元至4,524.09 万",4524.09 万元– 5428.91 万元,,好→更好,0.0
002215,2018-01-31,,30000.0,,"28,000 万元~32,000 万元",扭亏为盈,,
002217,2017-01-20,81250.0,88750.0,"78,000 万元～84,500 万元","85,500 万元至92,000 万元",扭亏为盈,好→更好,0.0
002217,2018-01-31,137500.0,,"130,000 万元至145,000 万元",,扭亏为盈,,
002220,2019-01-31,-12711.54,-15250.0,"-16,056.68 万元至-9,366.40 万元","13,000 万元–17,500 万元",亏损,坏→更坏,0.0
002220,2020-04-28,-105201.15,-175000.0,"-78,900.86 万元至-131,501.44 万元","150,000 万元–200,000 万元",亏损,坏→更坏,0.0
002221,2026-04-21,4200.0,,"3,400 万元至5,000 万元",,,,
002221,2026-04-25,-11000.0,,"-13,000 万元至-9,000 万元",,,,
002224,2019-01-29,,12863.425,,"9,647.57 万元至16,079.28 万元",,,
002224,2019-02-02,,,,,,,
002225,2017-01-14,,-18000.0,,"16,000 万元至20,000 万元",亏损,,
002226,2018-01-31,,8889.904999999999,,"7,970.26 万元～9,809.55 万元",扭亏为盈,,
002228,2019-01-31,56174.835,25394.114999999998,"53,866.28 万元至58,483.39 万元","23,085.56 万元–27,702.67 万元",,坏→更坏,0.0
002229,2017-01-24,,1125.0,,1000 万元–1250 万元,,,
002229,2024-04-13,,,,,,,
002231,2019-01-29,,,,,亏损,,
002231,2025-04-22,48500.0,,"45,000 万元 –52,000 万元",,,,
002232,2017-01-25,2025.0,4825.0,1950万元至2100万元,"4,750万元至4,900万元",扭亏为盈,好→更好,0.0
002234,2017-01-24,30000.0,15500.0,"28,000万元—32,000万元","15,000 万元–16,000 万元",亏损,坏→更坏,0.0
002234,2019-01-15,25500.0,38000.0,"23,000万元至28,000万元","37,000 万元–39,000 万元",亏损,好→更好,0.0
002235,2017-01-14,,,,,扭亏为盈,,
002235,2018-01-31,,2275.0,,2000 万元–2550 万元,扭亏为盈,,
002240,2016-12-13,,2000.0,,"1,000万元 - 3,000万元",亏损,,
002240,2020-04-15,3000.0,-5750.0,"2,500 万元 ~ 3,500 万元","5,000 万元 ~6,500 万元",亏损,坏→更坏,1.0
002240,2021-01-30,3750.0,,"3,000.00 万元-4,500.00 万元",,,,
002241,2019-01-19,139049.70500000002,96265.18,"117,657.44万元至160,441.97万元","85,569.05 万元–106,961.31 万元",同向上升,坏→更坏,0.0
002241,2022-12-03,383242.12,,"364,080.01 万元–402,404.23 万元",,,,
002247,2019-01-31,43000.0,21500.0,"38,000 万元至48,000 万元","18,000 万元至25,000 万元",亏损,坏→更坏,0.0
002248,2017-02-28,,-22000.0,,"20,000 万元–24,000 万元",,,
002248,2018-01-12,,2750.0,,"500 万元~5,000 万元",,,
002248,2019-01-30,-20000.0,-55000.0,"-22,000 万元至-18,000 万元","50,000 万元~60,000 万元",,坏→更坏,0.0
002249,2019-01-30,33420.085,-220000.0,"22,976.31 万元至43,863.86 万","210,000 万元–230,000 万元",亏损,坏→更坏,1.0
002249,2020-01-31,25000.0,10000.0,"15,000 万元至35,000 万元","5,000 万元–15,000 万元",亏损,坏→更坏,0.0
002250,2017-01-26,,31903.62,,"25,522.90 万元至38,284.34 万元",同向上升,,
002251,2023-04-15,-150000.0,,"120,000 万元—180,000 万元",,,,
002252,2018-01-31,,90336.5,,"82,271 万元–98,402 万元",,,
002252,2019-01-31,,-140419.5,,"127,882 万元–152,957 万元",亏损,,
002253,2023-03-18,-1750.0,,"1,500 万元—2,000 万元",,,,
002255,2019-01-28,16993.27,-17147.260000000002,"14,565.66 万元至19,420.88 万元","14,663.09 万元— 19,631.43 万元",亏损,坏→更坏,1.0
002256,2019-01-31,13054.685,-23825.0,"9,215.07 万元~16,894.30 万","20,000.00 万元–27,650.00 万元",,坏→更坏,1.0
002256,2020-04-30,-23659.475,-30730.48,"18,927.58 万元–28,391.37 万元","27,657.43 万元–33,803.53 万元",亏损,坏→更坏,0.0
002258,2017-01-04,17306.695,20075.775,"15,229.89 万元-19,383.5 万元","18,691.24 万元-21,460.31 万元",扭亏为盈,好→更好,0.0
002259,2017-01-25,2260.585,7453.07,"2,055.08 万元至2,466.09 万元","7,110.56 万元至7,795.58 万元",扭亏为盈,好→更好,0.0
002259,2019-01-31,-6750.0,-17000.0,"-7,500 万元至-6,000 万元","-19,000 万元至-15,000 万元",亏损,坏→更坏,0.0
002260,2017-01-20,,2050.0,,"1,000 万元–3,100 万元",亏损,,
002260,2019-01-31,-6000.0,,"-5,000 万元至-7,000 万元",,,,
002260,2020-01-23,1700.0,,"1,400 万元至2,000 万元",,,,
002260,2022-04-26,-7500.0,,"6,000 万元至9,000 万元",,,,
002261,2018-02-01,,9518.789999999999,,"6,345.86 万元 至12,691.72 万元",同向上升,,
002263,2017-01-26,-3100.0,-18000.0,"-3,500 万元至-2,700 万元","17,000 万元至19,000 万元",,坏→更坏,0.0
002263,2018-01-31,1750.0,-59000.0,1500 万元至2000 万元,"58,000 万元至60,000 万元",,坏→更坏,1.0
002264,2017-01-26,21500.0,,"18,000万元至25,000万元",,亏损,,
002264,2018-01-30,-500.0,,"-2,800万元至1,800万元",,亏损,,
002265,2019-01-30,,,,,亏损,,
002265,2023-03-31,,,,,同向上升,,
002269,2024-04-20,,,,,,,
002270,2018-01-31,27500.0,31000.0,"23,000 万元至32,000 万元",27000 万元–35000 万元,扭亏为盈,好→更好,0.0
002270,2019-01-31,11000.0,14250.0,"7,000 万元至15,000 万元",11500 万元–17000 万元,同向上升,好→更好,0.0
002272,2019-01-31,6750.0,5000.0,5500万元至8000万元,4000 万元–6000 万元,扭亏为盈,坏→更坏,0.0
002277,2016-12-28,,31018.309999999998,,"29,467.39 万元–32,569.23 万元",,,
002277,2018-12-29,,50860.045,,"45,209.04 万元至56,511.05 万元",,,
002278,2023-03-29,,,,,,,
002279,2016-12-24,18000.0,21000.0,"16,000 万元~20,000 万元","19,000 万元 ~ 23,000 万元",扭亏为盈,好→更好,0.0
002279,2019-01-30,33500.0,5500.0,"31,000 万元~36,000 万元","1,000 万元 ~ 10,000 万元",同向上升,坏→更坏,0.0
002280,2019-01-31,,2500.0,,"1,000 万元-4,000 万元",,,
002280,2020-01-22,,-285000.0,,"270,000 万元-300,000 万元",,,
002284,2019-01-31,5004.41,,"3,336.27 万元至6,672.55 万元",,同向下降,,
002284,2022-04-07,,,"6,300 万元-7,300 万元","6,300万元-7,300万元",扭亏为盈,,
002285,2019-01-31,85330.1,50194.175,"70,271.85 万元–100,388.35 万元","40,155.34 万元–60,233.01 万元",同向上升,坏→更坏,0.0
002288,2022-03-29,,,"11,800万元—13,000万元","11,800万元~13,000万元",,,
002289,2021-01-30,,,"-3,200 万元至-4,500 万元","3,200 万元—4,500 万元",,,
002290,2018-01-31,6012.735000000001,419.495,"5,313.58 万元至6,711.89 万元",139.83 万元至699.16 万元,同向上升,坏→更坏,0.0
002290,2019-01-31,8951.28,6503.02,"8,773.44 万元至9,129.12 万元","6,011.00 万元至6,995.04 万元",,坏→更坏,0.0
002290,2020-01-23,,-72350.0,,"59,700 万元–85,000 万元",,,
002290,2021-01-26,,7100.0,,"6,800 万元–7,400 万元",,,
002292,2018-01-30,42367.775,12461.105,"34,891.11 万元至49,844.44 万元","4,984.44 万元–19,937.77 万元",同向上升,坏→更坏,0.0
002292,2019-01-31,10364.904999999999,-161000.0,"9,012.96 万元至11,716.85 万元","159,000 万元–163,000 万元",亏损,坏→更坏,1.0
002296,2018-01-31,,-15500.0,,"14,000 万元至17,000 万元",,,
002297,2016-12-31,-3500.0,1000.0,"-4,000 万元至-3,000 万元","500 万元- 1,500 万元",扭亏为盈,好→更好,1.0
002297,2018-01-31,-3350.0,-6150.0,"-3,900 万元至-2,800 万元","5,500 万元—6,800 万元",亏损,坏→更坏,0.0
002299,2017-01-19,,68000.0,,"67,000 万元—69,000 万元",亏损,,
002299,2019-01-08,123000.0,151500.0,"120,500.00万元—125,500.00万","150,000.00 万元— 153,000.00 万元",,好→更好,0.0
002299,2020-01-04,375500.0,414000.0,"370,500.00万元—380,500.00万","408,000.00 万元— 420,000.00 万元",,好→更好,0.0
002302,2019-01-25,,29078.83,,"26,435.30 万元–31,722.36 万元",,,
002303,2017-01-21,34174.83,25355.519999999997,"28,662.76 万元至39,686.90 万元","22,048.28 万元–28,662.76 万元",扭亏为盈,坏→更坏,0.0
002306,2018-01-30,-1600.0,-1950.0,"-1,750 万元至-1,450 万元","2,150 万元-1,750 万元",,坏→更坏,0.0
002306,2019-01-24,-2150.0,985.0,"-2,500 万元至-1,800 万元","500 万元至1,470 万元",亏损,好→更好,1.0
002306,2025-04-12,-3300.0,-500.0,"3,100 万元至3,500 万元",-300 万元至-700 万,亏损,好→更好,0.0
002307,2026-04-15,-12000.0,,"-10,000 万元至-14,000 万元",,,,
002308,2020-01-31,,-125000.0,,"110,000万元至140,000万元",亏损,,
002308,2021-01-30,21000.0,,"16,800.00万元至25,200.00万元",,,,
002308,2023-03-24,,,,,,,
002309,2019-01-31,,,,,同向上升,,
002309,2023-04-17,-87050.0,-41350.0,"75,800 万元–98,300 万元","33,200 万元–49,500 万元",,好→更好,0.0
002309,2024-04-16,-108700.0,-15000.0,"92,400 万元–125,000 万元","-30,000 万元至0 万元",,好→更好,0.0
002310,2016-11-10,111363.91500000001,120393.42,"102,334.41 万元至120,393.42 万元","111,363.91 万元–129,422.93 万元",,好→更好,0.0
002310,2019-01-31,250460.995,190568.15000000002,"217,792.17 万元—283,129.82 万元","163,344.13 万元–217,792.17 万元",同向上升,坏→更坏,0.0
002315,2017-01-24,,,,,,,
002315,2018-01-27,12770.279999999999,7773.21,"11,104.59 万元至14,435.97 万元","6,662.75 万元–8,883.67 万元",,坏→更坏,0.0
002315,2018-12-22,7315.42,4755.025,"5,852.34 万元至8,778.50 万元","3,657.71 万元–5,852.34 万元",,坏→更坏,0.0
002316,2018-01-31,522.0,-2350.0,460 万元至584 万元,"2,750 万元至1,950 万元",亏损,坏→更坏,1.0
002316,2020-01-31,3000.0,-15000.0,"2,500万元至3,500万元","13,000 万元至17,000 万元",亏损,坏→更坏,1.0
002316,2021-01-30,-23000.0,23000.0,"-26,000 万元至-20,000 万元","20,000 万元–26,000 万元",,好→更好,1.0
002318,2017-01-18,,16577.879999999997,,"14,735.89 万元–18,419.87 万元",扭亏为盈,,
002320,2019-01-25,,21640.08,,"20,501.13 万元–22,779.03 万元",同向上升,,
002321,2017-01-25,,9400.0,,9000 万元–9800 万元,扭亏为盈,,
002321,2021-01-30,-2500.0,321000.0,"57,000万元至-52,000万元","318,000 万元–324,000 万元",,好→更好,1.0
002323,2026-04-28,35500.0,,"33,000 万元至38,000 万元",,,,
002324,2018-01-31,25500.0,19733.89,"20,000 万元至31,000 万元","17,232.41 万元至22,235.37 万元",同向上升,坏→更坏,0.0
002324,2019-01-30,14809.73,9582.77,"10,453.93 万元至19,165.53 万元","7,840.45 万元至11,325.09 万元",同向上升,坏→更坏,0.0
002324,2020-01-08,14463.89,18441.455,"13,017.5 万元至15,910.28 万元","16,633.47 万元至20,249.44 万元",扭亏为盈,好→更好,0.0
002325,2017-01-17,30387.824999999997,17875.19,"21,450.23 万元至39,325.42 万元","12,512.63 万元至23,237.75 万元",同向上升,坏→更坏,0.0
002325,2024-04-30,,,,,,,
002327,2018-01-30,43902.07,48292.275,"39,511.86 万元至48,292.28 万元","43,902.07 万元–52,682.48 万元",,好→更好,0.0
002328,2019-01-31,,10126.7,,"9,206.09 万元—11,047.31 万元",扭亏为盈,,
002329,2019-01-30,1985.9,-61000.0,"567.40 万元至3,404.40 万元","65,000 万元至57,000 万元",亏损,坏→更坏,1.0
002329,2019-02-13,55000.0,,"54,000 万元-56,000 万元",,,,
002329,2026-04-01,-26500.0,,"-31,000 万元至-22,000 万",,,,
002330,2017-02-28,1695.6150000000002,,"1,130.41万元至2,260.82万元",,,,
002330,2024-04-23,-1150.0,-2249.7,"1,300 万元–1,000 万元","2,099.70 万元至2,399.70 万元",,坏→更坏,0.0
002333,2019-01-31,-9200.0,400.0,"-9,900 万元至-8,500 万元",0 万元–800 万元,亏损,好→更好,1.0
002334,2017-01-14,11166.015,8188.41,"8,932.81 万元–13,399.22 万元","5,955.21 万元–10,421.61 万元",同向上升,坏→更坏,0.0
002335,2017-01-25,,,,,扭亏为盈,,
002335,2019-01-31,17474.535,11081.41,"13,638.66万元至21,310.41万元","5,114.5万元–17,048.32万元",同向上升,坏→更坏,0.0
002335,2020-01-31,12335.965,19438.485,"10,466.88万元至14,205.05万元","17,569.40万元–21,307.57万元",扭亏为盈,好→更好,0.0
002336,2019-01-31,,-32000.0,,"-36,000 万元～-28,000 万元",亏损,,
002338,2019-01-26,3269.8050000000003,3654.485,"2,692.78 万元—3,846.83 万元","3,077.46 万元–4,231.51 万元",,好→更好,0.0
002338,2023-01-31,,,,,,,
002339,2017-01-21,16572.155,12248.985,"14,410.57 万元至18,733.74 万元","10,087.40 万元至14,410.57 万元",同向上升,坏→更坏,0.0
002340,2017-01-26,19276.325,25444.75,"15,421.06 万元—23,131.59 万元","23,131.59 万元—27,757.91 万元",扭亏为盈,好→更好,0.0
002341,2020-02-03,6250.0,875.0,"5,000 万元–7,500 万元","750 万元–1,000 万元",,坏→更坏,0.0
002341,2021-01-30,-7500.0,-125000.0,"6,000万元-9,000万元","120,000 万元–130,000 万元",,坏→更坏,0.0
002342,2018-01-31,2372.865,515.84,"2,063.36 万元至2,682.37 万元",825.34 万元–206.34 万元,,坏→更坏,0.0
002343,2019-01-31,47500.0,-102500.0,"45,000 万元至 50,000万元","95,000万元~110,000万元",亏损,坏→更坏,1.0
002343,2021-04-15,-23500.0,23500.0,"26,500万元~ 20,500万元","26,500 万元~ 20,500 万元",,好→更好,1.0
002345,2019-01-31,29845.690000000002,4264.0,"25,582.02万元至34,109.36万元","0 万元–8,528 万元",,坏→更坏,0.0
002345,2019-02-02,,,,,,,
002347,2017-01-25,,870.405,,"580.27 万元-1,160.54 万元",同向下降,,
002347,2018-01-06,,793.69,,529.13 万元–1058.25 万元,同向上升,,
002348,2017-02-25,,4468.465,,3909.91 万元至5027.02 万元,同向上升,,
002348,2019-01-29,,3029.9,,1652.67 万元至4407.13 万元,同向上升,,
002348,2021-04-15,,,"5,000 万元–9,900 万元","5,000 万元–9,900 万元",,,
002348,2022-04-20,,,,,,,
002352,2017-01-26,,419500.0,,"405,000.00 万元–434,000.00 万元",,,
002353,2019-01-18,54570.630000000005,59993.8,"52,875.89 万元至56,265.37 万元","58,299.06 万元–61,688.54 万元",,好→更好,0.0
002354,2019-03-06,,,,,,,
002355,2019-01-31,,-22000.0,,"20,000 万元–24,000 万元",,,
002355,2021-01-30,,,"-26,000 万元至-14,000 万元","14,000 万元-26,000 万元",,,
002355,2026-04-28,-25000.0,,-30000 万元～-20000 万元,,,,
002356,2019-02-28,-43045.96000000001,,"-46,569.01 万元至-39,522.91 万元",,,,
002356,2020-04-15,,-125000.0,,"-150,000万元至-100,000万元",,,
002357,2020-01-23,9213.885,7709.58,8273.69 万元至10154.08 万元,6769.39 万元-8649.77 万元,扭亏为盈,坏→更坏,0.0
002358,2016-11-30,,35608.875,,"32,869.73 万元–38,348.02 万元",同向上升,,
002359,2017-01-25,-3250.0,-4750.0,"-4,000 万元至-2,500 万元","5,500 万元至4,000 万元",亏损,坏→更坏,0.0
002359,2019-01-31,65253.91,13319.119999999999,"57,243.52万元至73,264.3万元","8,452.69万元-18,185.55万元",同向上升,坏→更坏,0.0
002359,2019-04-27,13319.119999999999,-129344.96,"8,452.69万元至18,185.55万元","-155,213.95万元至-103,475.97万元",亏损,坏→更坏,1.0
002359,2020-01-23,-122426.16500000001,-265465.7,"100,821.55万元至144,030.78万元","213,008.41万元至317,922.99万元",亏损,坏→更坏,0.0
002360,2025-04-04,,,,,,,
002362,2019-01-26,4250.0,1500.0,3500万元至5000万元,1000 万元–2000 万元,同向上升,坏→更坏,0.0
002363,2018-01-31,6917.9400000000005,5414.04,"6,015.60 万元至7,820.28 万元",4812.48 万元至6015.60 万元,,坏→更坏,0.0
002364,2018-01-31,,7914.09,,"6,331.27 万元 至 9,496.91 万元",同向上升,,
002364,2019-01-31,10522.76,8290.66,"9,566.15 万元至11,479.37 万元","7,652.92 万元 至 8,928.40 万元",扭亏为盈,坏→更坏,0.0
002364,2020-01-31,,8428.66,,"7,662.42 万元 至9,194.90 万元",,,
002366,2019-01-31,45000.0,35000.0,"40,000 万元至50,000 万元","30,000 万元—40,000 万元",,坏→更坏,0.0
002366,2021-04-24,,,,,,,
002366,2022-04-28,-62500.0,,"55,000万元 - 70,000万元",,,,
002369,2021-03-23,15250.0,-15250.0,"13,500万元至17,000万元","13,500 万元 – 17,000 万元",,坏→更坏,1.0
002370,2020-01-23,,-180000.0,,"150,000 万元–210,000 万元",亏损,,
002374,2018-01-31,18500.0,11500.0,"17,000万元-20,000万元","9,000万元-14,000万元",同向上升,坏→更坏,0.0
002374,2019-01-31,3000.0,-75000.0,"2,000万元-4,000万元","65,000万元—85,000万元",,坏→更坏,1.0
002376,2017-01-10,,22828.09,,"21,355.31万元 – 24,300.87万元",扭亏为盈,,
002377,2026-04-08,250.0,,200 万元至300 万元,,,,
002379,2018-01-31,4650.0,4000.0,"4,300万元至5,000万元","3,800 万元–4,200 万元",扭亏为盈,坏→更坏,0.0
002382,2021-03-26,320000.0,,"300,000.00 万元-340,000.00 万元",,扭亏为盈,,
002383,2019-01-31,,27500.0,,"25,000 万元-30,000 万元",同向上升,,
002383,2020-01-31,,-75000.0,,"60,000 万元–90,000 万元",亏损,,
002383,2022-03-31,,3125.0,,"2,500 万元–3,750 万元",,,
002384,2018-01-30,66480.81,53357.7,"62,875.56 万元至70,086.06 万元","51,194.55 万元-55,520.85 万元",扭亏为盈,坏→更坏,0.0
002384,2019-01-30,113000.0,,"106,000万元至120,000万元",,扭亏为盈,,
002384,2020-01-21,,,,,同向上升,,
002385,2017-01-26,109359.73999999999,88193.335,"98,776.54 万元至119,942.94 万元","84,665.60 万元 至91,721.07 万元",,坏→更坏,0.0
002386,2017-01-23,,,,,亏损,,
002386,2017-01-26,,,,,,,
002386,2021-01-28,4750.0,12000.0,"4,000 万元至5,500 万元","11,000 万元—13,000 万",扭亏为盈,好→更好,0.0
002387,2019-01-30,,3625.0,,"3,250万元至4,000万元",扭亏为盈,,
002389,2020-02-03,31434.0,20150.0,"26,598 万元至36,270 万元",16120 万元–24180 万元,同向下降,坏→更坏,0.0
002390,2019-01-31,36250.024999999994,-129000.0,"34,174.03 万元至38,326.02 万元","123,000万元-135,000万元",,坏→更坏,1.0
002390,2019-02-01,,,,,,,
002393,2019-01-26,,,,,,,
002397,2018-01-30,,6809.094999999999,,"4,863.64 万元–8,754.55 万元",,,
002397,2019-01-31,,10509.06,,"9,227.47 万元 – 11,790.65 万元",,,
002399,2018-01-30,,18000.0,,"15,000 万元-21,000 万元",同向上升,,
002400,2018-02-28,,,,,,,
002400,2021-01-29,-48500.0,,"-58,000 万元至-39,000 万元",,,,
002404,2017-01-17,7302.5650000000005,9931.49,"5,842.05 万元至8,763.08 万","8,763.08 万元—11,099.90 万元",扭亏为盈,好→更好,0.0
002404,2017-11-30,15434.279999999999,22404.6,"12,944.88 万元至17,923.68 万元","19,915.20 万元—24,894.00 万元",扭亏为盈,好→更好,0.0
002405,2019-01-12,33149.95,49061.925,"29,171.96 万元—37,127.94 万元","45,083.93 万元–53,039.92 万元",,好→更好,0.0
002406,2017-01-19,,11329.02,,"10,635.41万元–12,022.63万元",同向上升,,
002407,2020-01-22,1625.0,-39500.0,"1,300万元至1,950万元","36,000 万元至43,000 万元",亏损,坏→更坏,1.0
002409,2018-01-31,,4070.455,,3663.41 万元～4477.50 万元,,,
002411,2021-04-28,-42000.0,725000.0,"35,000.00 万元-49,000.00 万元","650,000.00 万元–800,000.00 万元",亏损,好→更好,1.0
002411,2021-04-30,,,,,,,
002411,2022-04-30,,-83000.0,,"78,000.00 万元-88,000.00 万",扭亏为盈,,
002414,2019-01-30,,13442.305,,"12,857.86 万元–14,026.75 万元",扭亏为盈,,
002416,2019-01-31,22000.0,-8000.0,"20,000.00 万元至24,000.00 万元","6,500.00 万元 – 9,500.00 万元",亏损,坏→更坏,1.0
002417,2018-01-30,1500.0,600.0,1000 万元至2000 万元,200 万元–1000 万元,同向上升,坏→更坏,0.0
002417,2019-01-23,,-4500.0,,5000 万元—4000 万元,,,
002418,2020-01-22,-18500.0,-40000.0,"-22,000.00 万元至-15,000.00 万元","35,000.00 万元至45,000.00 万元",亏损,坏→更坏,0.0
002418,2022-04-02,,,,,,,
002420,2018-01-31,-17500.0,-42000.0,"-20,000 万元至-15,000 万元","47,000 万元至37,000 万元",亏损,坏→更坏,0.0
002420,2018-02-07,,,,,,,
002420,2019-01-31,-60000.0,-77500.0,"-70,000 万元至-50,000 万元","70,000 万元至85,000 万元",亏损,坏→更坏,0.0
002420,2020-01-22,5000.0,15000.0,"4,000 万元至6,000 万元",12000 万元至18000 万元,亏损,好→更好,0.0
002422,2018-01-31,58463.880000000005,76003.04500000001,"43,847.91 万元至73,079.85 万元","67,233.46 万元–84,772.63 万元",扭亏为盈,好→更好,0.0
002423,2017-01-04,-11000.0,700.0,"10,000万元～12,000万元","400 万元～1,000 万元",亏损,好→更好,1.0
002423,2018-01-31,-19000.0,-25000.0,"18,000万元～20,000万元","23,000 万元～27,000 万元",亏损,坏→更坏,0.0
002426,2017-01-26,,62500.0,,"60,000.00 万元–65,000.00 万元",同向上升,,
002426,2019-01-26,35650.0,-40000.0,"31,000 万元至40,300 万元","44,000 万元—36,000 万元",亏损,坏→更坏,1.0
002426,2023-04-06,,,,,,,
002427,2019-01-31,1637.625,-178000.0,"0 万元至3,275.25 万元","170,000 万元—186,000 万元",亏损,坏→更坏,1.0
002428,2017-01-25,-8900.0,-9750.0,9800 万元至8000 万元,10500 万元—9000 万元,亏损,坏→更坏,0.0
002429,2017-01-23,,38021.619999999995,,"34,565.11 万元至41,478.13 万元",,,
002429,2018-01-31,54286.685,63646.455,"48,670.82 万元至 59,902.55 万元","59,902.55 万元至67,390.36 万元",,好→更好,0.0
002429,2020-02-03,89076.95499999999,111346.195,"80,169.26 万元至97,984.65 万元","97,984.65 万元至124,707.74 万元",,好→更好,0.0
002431,2024-03-15,-46000.0,46000.0,"40,000 万元 — 52,000 万元","40,000 万元—52,000 万元",,好→更好,1.0
002432,2020-01-14,,,,,,,
002433,2018-01-31,,29807.629999999997,,27982.67 万元-31632.59 万元,扭亏为盈,,
002437,2019-01-31,33290.14,15483.785,"30,967.57 万元～35,612.71 万元","10,838.65 万元至20,128.92 万元",,坏→更坏,0.0
002437,2021-01-30,,-32000.0,,"-34,000 万元至-30,000 万元",,,
002437,2024-04-13,,22000.0,,"20,000 万元-24,000 万元",,,
002443,2018-01-31,12249.98,15391.0,"10,679.47 万元至13,820.49 万元","13,820.49 万元～16,961.51 万元",扭亏为盈,好→更好,0.0
002444,2017-01-24,,63582.815,,"59,983.79 万元 –67,181.84 万元",扭亏为盈,,
002446,2018-01-31,17000.0,11500.0,"16,000 万元—18,000 万元","10,000 万元—13,000 万元",同向上升,坏→更坏,0.0
002447,2018-04-18,,,,,,,
002447,2019-01-30,-116.69000000000005,-66215.14,"-6,901.03 万元至6,667.65 万元","59,430.80 万元-72,999.48 万元",亏损,坏→更坏,0.0
002450,2019-01-31,296925.5,,"272,182万元至321,669万元",,同向上升,,
002451,2018-01-31,,,,,,,
002452,2019-01-30,-1500.0,-12000.0,-3000 万元～0 万元,"-15,000 万元 ～ -9,000 万元",亏损,坏→更坏,0.0
002453,2017-02-03,2028.3249999999998,-30000.0,"1,521.24 万元至2,535.41 万元","25,000 万元至35,000 万元",亏损,坏→更坏,1.0
002456,2018-01-31,143500.0,107500.0,"129,000 万元至158,000 万元","100,000 万元—115,000 万元",,坏→更坏,0.0
002456,2021-04-17,,,,,亏损,,
002457,2017-01-24,,3641.385,,"2,427.59 万元至 4,855.18 万元",同向上升,,
002458,2017-01-24,68500.0,59000.0,"65,000.00 万元至72,000.00 万元","58,000.00 万元至60,000.00 万元",同向上升,坏→更坏,0.0
002458,2018-01-30,-26500.0,-33500.0,"-28,000 万元至-25,000 万元","-34,500.00 万元至-32,500.00 万元",同向上升,坏→更坏,0.0
002458,2019-01-29,33500.0,36500.0,"32,000 万元至35,000 万元","36,000.00 万元至37,000.00 万元",扭亏为盈,好→更好,0.0
002459,2017-01-24,1500.0,2100.0,"1,200 万元–1,800 万","1,800 万元–2,400 万元",扭亏为盈,好→更好,0.0
