code,date,grp,chars,锚点,类别,证据,title,非公司件,未实施件,粗类
600537,2026-04-28,③ 亏了也戴帽,2252,触及《,财务类：收入或净资产指标,936.26万元。因公司最近一个会计年度经审计的期末净资产为负值，或追溯重述后最近一个会计年度期末净资产为负值，触及《上海证券交易所股票上市规则》第9.3.2条第一款第（二）项,亿晶光电科技股份有限公司关于股票被实施退市风险警示暨停牌的公告,False,False,财务类
600543,2023-04-28,③ 亏了也戴帽,2159,触及《,财务类：净利润为负 / 连亏,.3.2条第一款第（一）项“最近一个会计年度经审计的净利润为负值且营业收入低于人民币1亿元，或追溯重述后最近一个会计年度净利润为负值且营业收入低于人民币1亿元”规定的对公司股票,莫高股份关于公司股票被实施退市风险警示暨停牌的公告,False,False,财务类
600589,2023-04-26,③ 亏了也戴帽,2355,触及《,资金占用（非经营性）,险警示。2022年6月27日，公司控股股东及其关联方非经营性占用资金已全部归还完毕。公司股票触及《上海证券交易所股票上市规则（2022年1月修订）》第9.8.1条第一项情形已消,关于公司股票被实施退市风险警示暨停牌的公告,False,False,合规/治理类
600624,2025-09-20,③ 亏了也戴帽,2848,,信息披露违法 / 立案 / 处罚,月19日收到中国证券监督管理委员会上海监管局下发的《行政处罚事先告知书》（以下简称“《事先告知书》”）。依据《事先告知书》载明的内容，根据《上海证券交易所股票上市规则》相关规定,上海复旦复华科技股份有限公司关于实施其他风险警示暨停牌的公告,False,False,合规/治理类
600730,2026-04-25,③ 亏了也戴帽,1701,,财务类：收入或净资产指标,除与主营业务无关的业务收入和不具备商业实质的收入后的营业收入低于3亿元，根据《上海证券交易所股票上市规则》（简称“《上市规则》”）的有关规定，上海证券交易所将对公司股票交易实行,中国高科关于公司股票被实施退市风险警示暨停牌的公告,False,False,财务类
600735,2025-09-27,③ 亏了也戴帽,2122,,资金占用（非经营性）,新华锦国际股份有限公司（以下简称“公司”）存在关联方非经营性占用资金且未在1个月内完成清偿和整改，根据《上海证券交易所股票上市规则（2025年4月修订）》相关规定，公司股票将被,新华锦关于实施其他风险警示暨股票停牌的公告,False,False,合规/治理类
600745,2026-04-30,③ 亏了也戴帽,2498,触及《,内控被否 / 重大缺陷,公司2025年度财务报告内部控制出具了无法表示意见的内部控制审计报告，根据《上海证券交易所股票上市规则》第9.8.1条第（三）项规定，公司股票将被叠加其他风险警示。根据《上海证,关于公司股票被实施退市风险警示并叠加其他风险警示暨停牌的公告,False,False,合规/治理类
600753,2025-04-26,③ 亏了也戴帽,3025,触及《,财务类：收入或净资产指标,、净利润或者扣除非经常性损益后的净利润孰低者为负值且营业收入低于3亿元，或追溯重述后最近一个会计年度利润总额、净利润或者扣除非经常性损益后的净利润孰低者为负值且营业收入低于3亿,庚星股份关于实施退市风险警示及其他风险警示暨停牌的公告,False,False,财务类
600818,2026-04-28,③ 亏了也戴帽,1770,,审计意见：无法表示 / 否定,简称“中兴华所”）对公司2025年度财务报告内部控制出具了否定意见的审计报告，根据《上海证券交易所股票上市规则》9.8.1条第（三）项的规定，公司股票触及其他风险警示情形。本公,关于股票被实施其他风险警示暨停牌的公告,False,False,财务类
600831,2024-07-06,③ 亏了也戴帽,2632,,信息披露违法 / 立案 / 处罚,7月5日收到中国证券监督管理委员会陕西监管局下发的《行政处罚事先告知书》（简称《事先告知书》）。依据《事先告知书》载明的内容，公司披露的2022年年度报告存在虚假记载。根据《上,关于实施其他风险警示暨停牌的公告,False,False,合规/治理类
600889,2026-04-23,③ 亏了也戴帽,2719,,财务类：收入或净资产指标,、净利润或者扣除非经常性损益后的净利润孰低者为负值且营业收入低于3亿元，或追溯重述后最近一个会计年度利润总额、净利润或者扣除非经常性损益后的净利润孰低者为负值且营业收入低于3亿,关于公司股票被实施退市风险警示暨停牌的公告（2026-032）,False,False,财务类
601718,2026-04-30,③ 亏了也戴帽,1869,触及《,信息披露违法 / 立案 / 处罚,，本所对其股票实施其他风险警示：(七)根据中国证监会行政处罚事先告知书载明的事实，公司披露的年度报告财务指标存在虚假记载，但未触及本规则第9.5.2条第一款规定情形，前述财务指,际华集团关于实施其他风险警示暨停牌的公告,False,False,合规/治理类
603001,2023-04-26,③ 亏了也戴帽,924,,内控被否 / 重大缺陷,事务所（特殊普通合伙）出具了否定意见的《2022年度内部控制审计报告》。根据《上海证券交易所股票上市规则》第9.8.1条第（三）项规定，公司股票将被实施其他风险警示。第三节实施,奥康国际关于公司股票实施其他风险警示暨临时停牌的公告,False,False,合规/治理类
603007,2024-04-30,③ 亏了也戴帽,2219,实施其他风险警示的原因,资金占用（非经营性）,被控股股东（无控股股东的，则为第一大股东）及其关联人非经营性占用资金，余额达到最近一期经审计净资产绝对值5%以上，或金额超过1000万元，未能在1个月内完成清偿或整改”的规定；,关于公司股票叠加实施其他风险警示的公告,False,False,合规/治理类
603021,2025-04-22,③ 亏了也戴帽,2142,,未归类,1/3证券代码：603021证券简称：山东华鹏公告编号：临2025-015山东华鹏玻璃股份有限公司关于实施其他风险警示暨停牌的公告本公司董事会及全体董事保证本公,山东华鹏关于实施其他风险警示暨停牌的公告,False,False,未归类
603023,2024-04-30,③ 亏了也戴帽,2099,,财务类：净利润为负 / 连亏,.3.2条第一款第（一）项“最近一个会计年度经审计的净利润为负值且营业收入低于人民币1亿元，或追溯重述后最近一个会计年度净利润为负值且营业收入低于人民币1亿元”规定，公司股票将,哈尔滨威帝电子股份有限公司关于公司股票被实施退市风险警示暨停牌的公告,False,False,财务类
603030,2023-04-29,③ 亏了也戴帽,2608,触及《,审计意见：无法表示 / 否定,计师事务所（特殊普通合伙）对公司2022年度内部控制出具了无法表示意见的审计报告。该事项触及《股票上市规则》第9.8.1条第一款（三）项规定的对股票实施其他风险警示的情形。根据,关于公司股票实施退市风险警示叠加其他风险警示暨停牌的公告.docx,False,False,财务类
603117,2023-05-19,③ 亏了也戴帽,1842,实施其他风险警示的原因,资金占用（非经营性）,"要求返还垫付货款30,994.30万元（暂定）并支付资金占用利息1000万（暂定）。截止2022年12月31日公司万林物流及其子公司江苏万林木材产业",江苏万林现代物流股份有限公司关于股票交易被实施其他风险警示相关事项的公告,False,False,合规/治理类
603261,2025-04-26,③ 亏了也戴帽,1701,,财务类：收入或净资产指标,"除与主营业务无关的业务收入和不具备商业实质的收入后的营业收入低于3亿元,本公司的相关证券停复牌情况如下：证券代码证券简称停复牌类型停牌起始日停牌期间停牌终止日复牌日603261",成都立航科技股份有限公司关于公司股票被实施退市风险警示暨停牌的公告,False,False,财务类
603359,2026-04-29,③ 亏了也戴帽,3418,,审计意见：无法表示 / 否定,1条第（三）项最近一个会计年度财务报告内部控制被出具否定意见的审计报告；《股票上市规则》第9.8.1条第（六）项最近连续3个会计年度扣除非经常性损益前后净利润孰低者均为负值，且,东珠生态环保股份有限公司关于公司股票被实施退市风险警示及叠加其他风险警示暨停牌的公告,False,False,财务类
603363,2024-04-30,③ 亏了也戴帽,2716,触及《,财务类：净利润为负 / 连亏,定的情形，公司股票将被实施退市风险警示。因公司近三年连续亏损且容诚会计师事务所对公司2023年度财务报告出具了对持续经营能力带强调事项段的无保留意见审计报告，触及《上海证券交易,2024110福建傲农生物科技集团股份有限公司关于公司股票被实施退市风险警示及其他风险警示暨停牌的公告.docx,False,False,财务类
603377,2024-04-30,③ 亏了也戴帽,2735,,内控被否 / 重大缺陷,务报告内部控制的有效性进行审计，并出具了否定意见的《内部控制审计报告》。根据《上海证券交易所股票上市规则》第9.8.1条等相关规定，公司股票将被实施其他风险警示，公司的相关证券,关于实施其他风险警示暨停牌的公告,False,False,合规/治理类
603378,2026-04-30,③ 亏了也戴帽,2002,触及《,财务类：收入或净资产指标,491.49万元。因公司最近一个会计年度经审计的期末净资产为负值，或追溯重述后最近一个会计年度期末净资产为负值，触及《上海证券交易所股票上市规则》（2026年4月修订）第9.3,亚士创能关于实施退市风险警示暨停牌的公告,False,False,财务类
603398,2025-04-30,③ 亏了也戴帽,1696,触及《,内控被否 / 重大缺陷,“大华事务所”）对公司出具了否定意见的《2024年度内部控制审计报告》，根据《上海证券交易所股票上市规则》第9.8.1条第（三）项规定，公司股票将被实施其他风险警示。第三节实施,江西沐邦高科股份有限公司关于实施退市风险警示及叠加其他风险警示暨停牌的公告,False,False,合规/治理类
603429,2026-03-21,③ 亏了也戴帽,2457,,财务类：收入或净资产指标,、净利润或者扣除非经常性损益后的净利润孰低者为负值且营业收入低于3亿元，或追溯重述后最近一个会计年度利润总额、净利润或者扣除非经常性损益后的净利润孰低者为负值且营业收入低于3亿,集友股份关于公司股票被实施退市风险警示暨停牌的公告,False,False,财务类
603557,2024-04-27,③ 亏了也戴帽,2659,,资金占用（非经营性）,进展情况及解决措施1、截至2021年4月29日，公司资金占用本息已全部收回，违规担保已全部解除。,ST起步：关于股票被叠加实施其他风险警示的公告,False,False,合规/治理类
603559,2023-10-12,③ 亏了也戴帽,1906,,账户 / 资产被冻结,"月12日二、叠加实施其他风险警示的情形1、银行账户被冻结基本情况经核实，截至本公告披露日，公司被冻结的银行账户累计为25户，合计被冻结金额约为人民币3,614.69万元，占公司",中通国脉通信股份有限公司关于公司股票被叠加实施其他风险警示的公告,False,False,合规/治理类
603718,2026-04-30,③ 亏了也戴帽,2344,,财务类：收入或净资产指标,、净利润或者扣除非经常性损益后的净利润孰低者为负值且营业收入低于3亿元，或追溯重述后最近一个会计年度利润总额、净利润或者扣除非经常性损益后的净利润孰低者为负值且营业收入低于3亿,海利生物关于实施退市风险警示暨停牌的公告,False,False,财务类
603721,2025-04-30,③ 亏了也戴帽,2055,,财务类：收入或净资产指标,"除与主营业务无关的业务收入和不具备商业实质的收入后的营业收入低于3亿元。公司股票将被实施退市风险警示,本公司的相关证券停复牌情况如下：证券代码证券简称停复牌类型停牌起始日停牌期",中广天择关于公司股票被实施退市风险警示暨停牌的公告,False,False,财务类
603789,2025-04-30,③ 亏了也戴帽,1802,触及《,财务类：收入或净资产指标,除与主营业务无关的业务收入和不具备商业实质的收入后的营业收入低于3亿元，触及《上海证券交易所股票上市规则》第9.3.2条第一款第（一）项规定的情形，公司股票将被实施退市风险警示,星光农机关于实施退市风险警示暨停牌的公告,False,False,财务类
603813,2025-04-29,③ 亏了也戴帽,2124,触及《,财务类：收入或净资产指标,除与主营业务无关的业务收入和不具备商业实质的收入后的营业收入低于3亿元，触及《上海证券交易所股票上市规则》第9.3.2条第一款第（,原尚股份关于公司股票被实施退市风险警示暨停牌的公告,False,False,财务类
603822,2025-12-10,③ 亏了也戴帽,2010,,信息披露违法 / 立案 / 处罚,2月9日收到中国证券监督管理委员会浙江监管局下发的《行政处罚事先告知书》（浙处罚字[2025]24号），依据《行政处罚事先告知书》载明的内容，根据《上海证券交易所股票上市规则（,关于实施其他风险警示暨停牌的公告,False,False,合规/治理类
603825,2025-08-23,③ 亏了也戴帽,0,,（正文没抓到）,,华扬联众数字技术股份有限公司关于实施其他风险警示暨停牌的公告,False,False,未归类
603828,2024-04-30,③ 亏了也戴帽,1499,触及《,内控被否 / 重大缺陷,"出具无法表示意见或否定意见审计报告，或未按照规定披露内部控制审计报告”的情形。公司股票自2024年4月30日开市起停牌1天，将于2024年5月6日开市起复牌,本公司的相关证券停",柯利达关于实施其他风险警示公告暨停牌的公告,False,False,合规/治理类
603838,2025-04-29,③ 亏了也戴帽,2094,,财务类：收入或净资产指标,"除与主营业务无关的业务收入和不具备商业实质的收入后的营业收入低于3亿元,本公司的相关证券停复牌情况如下：证券代码证券简称停复牌类型停牌起始日停牌期间停牌终止日复牌日603838",四通股份关于实施退市风险警示暨停牌的公告,False,False,财务类
603843,2025-04-30,③ 亏了也戴帽,2395,触及《,违规担保,11000135号），公司存在余额超过1000万元的违规担保且预计1个月内无法完成清偿或整改，以及公司连续三年亏损且2024年度《审计报告》显示公司持续经营能力存在不确定性，触,正平股份关于公司股票被实施退市风险警示及其他风险警示暨停牌的公告,False,False,合规/治理类
603869,2024-04-30,③ 亏了也戴帽,2045,,内控被否 / 重大缺陷,"：适用因2023年度毕马威华振为公司出具了否定意见的内部控制审计报告，公司股票将被实施其他风险警示,本公司的相关证券停复牌情况如下：证券代码证券简称停复牌类型停牌起始日停牌期间",新智认知数字科技股份有限公司关于实施其他风险警示公告,False,False,合规/治理类
603879,2024-04-30,③ 亏了也戴帽,2011,触及《,内控被否 / 重大缺陷,"出具无法表示意见或否定意见审计报告，或未按照规定披露内部控制审计报告”的情形。公司股票自2024年4月30日开市起停牌1天，将于2024年5月6日开市起复牌,本公司的相关证券停",永悦科技关于股票被实施其他风险警示暨股票停牌的公告,False,False,合规/治理类
603922,2026-04-29,③ 亏了也戴帽,2045,触及《,内控被否 / 重大缺陷,"示意见或否定意见的审计报告，或未按照规定披露财务报告内部控制审计报告”的情形，公司股票自2026年4月29日开始起停牌1天，将于2026年4月30日开始起复牌,本公司的相关证券",金鸿顺关于实施其他风险警示的公告,False,False,合规/治理类
603959,2024-04-30,③ 亏了也戴帽,1727,触及《,内控被否 / 重大缺陷,计机构，对公司2023年度内部控制出具了否定意见的《内部控制审计报告》（大华内字[2024]0011000190号）。根据《上海证券交易所股票上市规则》第9.8.1条的相关规定,百利科技关于实施其他风险警示暨停牌的公告,False,False,合规/治理类
605199,2025-04-29,③ 亏了也戴帽,1467,,内控被否 / 重大缺陷,"示意见或否定意见的审计报告，或未按照规定披露财务报告内部控制审计报告”，海南葫芦娃药业集团股份有限公司（以下简称“公司”）股票交易触及其他风险警示情形,本公司的相关证券停复牌情",海南葫芦娃药业集团股份有限公司关于实施其他风险警示暨停牌的公告,False,False,合规/治理类
605336,2026-04-22,③ 亏了也戴帽,2157,触及《,财务类：收入或净资产指标,、净利润或者扣除非经常性损益后的净利润孰低者为负值且营业收入低于3亿元，或追溯重述后最近一个会计年度利润总额、净利润或,浙江帅丰电器股份有限公司关于实施退市风险警示暨停牌的公告,False,False,财务类
688033,2026-04-30,③ 亏了也戴帽,2676,触及《,审计意见：无法表示 / 否定,、实施退市风险警示公司2025年度财务报告被中审众环出具了无法表示意见的审计报告。具体内容详见公司于2026年4月30日在上海证券交易所网站披露的《北京天宜上佳高新材料股份有限,关于公司股票被实施退市风险警示及叠加其他风险警示暨停牌的公告,False,False,财务类
688053,2025-09-20,③ 亏了也戴帽,2404,,信息披露违法 / 立案 / 处罚,"理委员会（以下简称“中国证监会”）四川监管局下发的《行政处罚事先告知书》（川证监处罚字【2025】6号）(以下简称“《事先告知书》”）。依据《事先告知书》载明的内容,根据《上海",成都思科瑞微电子股份有限公司关于实施其他风险警示暨停牌的公告,False,False,合规/治理类
688066,2026-04-30,③ 亏了也戴帽,3996,,审计意见：无法表示 / 否定,称“深圳久安”）对公司2025年度的财务会计报告出具无法表示意见的审计报告，根据《上海证券交易所科创板股票上市规则》第12.4.2条的规定，公司股票将被实施退市风险警示；同时，,关于实施退市风险警示及叠加其他风险警示暨停牌的公告,False,False,财务类
688184,2025-07-26,③ 亏了也戴帽,1940,,资金占用（非经营性）,"施其他风险警示。根据公司实际控制人之一张宝出具的《资金占用情况说明》，公司实际控制人之一张宝通过供应商占用公司资金14,142.00万元，占用销售货款4,991.88万元，合",浙江帕瓦新能源股份有限公司关于公司股票被叠加实施其他风险警示的公告,False,False,合规/治理类
688189,2026-06-10,③ 亏了也戴帽,2600,触及《,规范运作类其他,将严格按照相关法律法规的要求，及时履行后续进展情况的信息披露义务。公司指定信息披露媒体为上海证券交易所网站（www.sse.com.cn）和《上海证券报》《中国证券报》《证券日,关于实施其他风险警示暨停牌的公告,False,False,合规/治理类
688201,2026-04-28,③ 亏了也戴帽,2569,触及《,审计意见：无法表示 / 否定,5年度内部控制的审计机构，对公司2025年度内部控制出具了否定意见内部控制,关于实施其他风险警示暨股票停牌的公告,False,False,财务类
688282,2024-04-30,③ 亏了也戴帽,2880,,财务类：净利润为负 / 连亏,近一个会计年度经审计的扣除非经常性损益之前或者之后的净利润为负值且营业收入低于1亿元，或者追溯重述后最近一个,北京理工导航控制科技股份有限公司关于股票实施退市风险警示暨停牌的公告,False,False,财务类
688496,2026-04-29,③ 亏了也戴帽,3054,触及《,审计意见：无法表示 / 否定,5年度内部控制的审计机构，对公司2025年度内部控制出具了否定意见,清越科技关于实施其他风险警示暨股票停牌的公告,False,False,财务类
688500,2023-04-29,③ 亏了也戴帽,1582,,审计意见：无法表示 / 否定,”）2022年度财务报告审计机构，对公司2022年度出具了无法表示意见的财务报表审计报告。根据《上海证券交易所科创板股票上市规则》第12.4.2条第一款第（三）项“最近一个会计,关于实施退市风险警示公告,False,False,财务类
688511,2025-04-30,③ 亏了也戴帽,3419,,财务类：收入或净资产指标,除与主营业务无关的业务收入和不具备商业实质的收入后的营业收入低于1亿元，根据《上海证券交易所科创板股票上市规则》第12.4.2条第一款第（一）项“最近一个会计年度经审计的利润总,关于实施退市风险警示暨停牌的公告,False,False,财务类
688622,2026-04-29,③ 亏了也戴帽,3287,,财务类：收入或净资产指标,除与主营业务无关的业务收入和不具备商业实质的收入后的营业收入低于1亿元，根据《上海证券交易所科创板股票上市规则》第12.4.2条第一款第（一）项“最近一个会计年度经审计的利润总,关于实施退市风险警示暨停牌的公告,False,False,财务类
